timestamp,container_name,value
1751885218,hungry_babbage,0.16250581896659652
1751885219,hungry_babbage,0.81984607013858
1751885221,hungry_babbage,0.6157410792564059
1751885222,hungry_babbage,0.6183435968206825
1751885223,hungry_babbage,0.435398460040424
1751885225,hungry_babbage,0.22054163824430204
1751885226,hungry_babbage,0.15420105246983237
1751885227,hungry_babbage,0.1898303702548366
1751885229,hungry_babbage,0.19389961220493124
1751885230,hungry_babbage,0.7622718661459383
1751885231,hungry_babbage,0.46962612988391483
1751885233,hungry_babbage,0.28575701748738713
1751885234,hungry_babbage,0.3081225840094195
1751885235,hungry_babbage,0.6443698100996411
1751885236,hungry_babbage,0.48789448555678433
1751885238,hungry_babbage,0.78627904688054
1751885239,hungry_babbage,0.734301569395599
1751885240,hungry_babbage,0.8051120658224198
1751885242,hungry_babbage,0.6916549476732523
1751885243,hungry_babbage,0.7730967227259087
1751885244,hungry_babbage,0.6915869225077812
1751885246,hungry_babbage,0.5019030173761987
1751885247,hungry_babbage,0.40597873418183394
1751885248,hungry_babbage,0.4870843012934949
1751885250,hungry_babbage,0.366997805572837
1751885251,hungry_babbage,0.496308372948354
1751885252,hungry_babbage,0.4530665085556093
1751885253,hungry_babbage,0.5079967448951073
1751885255,hungry_babbage,0.5642313354140762
1751885256,hungry_babbage,0.10929367102403874
1751885257,hungry_babbage,0.002573638462903552
1751885259,hungry_babbage,0.005192024713873951
1751885260,hungry_babbage,0.0036124644549354935
1751885261,hungry_babbage,0.0034289105799677187
1751885263,hungry_babbage,0.002352216252115532
1751885264,hungry_babbage,0.0017829437191445808
1751885265,hungry_babbage,0.0025310948940198696
1751885267,hungry_babbage,0.0018839630390420034
1751885268,hungry_babbage,0.0027600407639844435
1751885269,hungry_babbage,0.0019585587829472786
1751885270,hungry_babbage,0.0033922579404642517
1751885272,hungry_babbage,0.002259995981380995
1751885273,hungry_babbage,0.003699192273987484
1751885274,hungry_babbage,0.003101213554776957
1751885276,hungry_babbage,0.002636804210909934
1751885277,hungry_babbage,0.003325586424899992
1751885278,hungry_babbage,0.003399013058256318
1751885280,hungry_babbage,0.0024422546714348236
1751885281,hungry_babbage,0.0032391467992356755
1751885282,hungry_babbage,0.005679284490437143
1751885283,hungry_babbage,0.004308843143348688
1751885285,hungry_babbage,0.004530112198733846
1751885286,hungry_babbage,0.0051802433810415145
1751885287,hungry_babbage,0.0034847387212375565
1751885289,hungry_babbage,0.003218342231574698
1751885290,hungry_babbage,0.003735442009083915
1751885291,hungry_babbage,0.005175402237794867
1751885293,hungry_babbage,0.0033434880062972344
1751885294,hungry_babbage,0.005286207764442014
1751885295,hungry_babbage,0.003611349124446496
1751885297,hungry_babbage,0.002784275223024769
1751885298,hungry_babbage,0.005274206845436689
1751885299,hungry_babbage,0.005780000449547416
1751885300,hungry_babbage,0.0027203841078390772
1751885302,hungry_babbage,0.004178445622115592
1751885303,hungry_babbage,0.0028957951422261805
1751885304,hungry_babbage,0.00431803701937884
1751885306,hungry_babbage,0.0044731659524503
1751885307,hungry_babbage,0.004024265481015
1751885308,hungry_babbage,0.00281620661525419
1751885310,hungry_babbage,0.0032534319262073528
1751885311,hungry_babbage,0.003987422793884636
1751885312,hungry_babbage,0.0033075209811853443
1751885313,hungry_babbage,0.003087486701559451
1751885315,hungry_babbage,0.0034016446871384352
1751885316,hungry_babbage,0.004065435763643627
1751885317,hungry_babbage,0.002288911514300644
1751885319,hungry_babbage,0.003050526900985258
1751885320,hungry_babbage,0.0034235223607816316
1751885321,hungry_babbage,0.0028193712047574933
1751885323,hungry_babbage,0.0031637083064142237
1751885324,hungry_babbage,0.003673583429804601
1751885325,hungry_babbage,0.0018771606994656533
1751885327,hungry_babbage,0.002791915634019526
1751885328,hungry_babbage,0.003526201665472014
1751885329,hungry_babbage,0.0025748997698587764
1751885330,hungry_babbage,0.003422730301341342
1751885332,hungry_babbage,0.0039834106128045586
1751885333,hungry_babbage,0.005606987865241481
1751885334,hungry_babbage,0.004513533263730884
1751885336,hungry_babbage,0.0039112371808438726
1751885337,hungry_babbage,0.0037799844093820345
1751885338,hungry_babbage,0.002068819300324035
1751885340,hungry_babbage,0.0036789138832103684
1751885341,hungry_babbage,0.004088334415020024
1751885342,hungry_babbage,0.004149978597781709
1751885344,hungry_babbage,0.005905207291522115
1751885345,hungry_babbage,0.0032858480355328202
1751885346,hungry_babbage,0.004512749591856394
1751885347,hungry_babbage,0.0043762256049169205
1751885349,hungry_babbage,0.0024484470729092653
1751885350,hungry_babbage,0.0020461381254050816
1751885351,hungry_babbage,0.0033918299344295167
1751885353,hungry_babbage,0.010115872275087541
1751885354,hungry_babbage,0.0038142002767112735
1751885355,hungry_babbage,0.012369879176029906
1751885357,hungry_babbage,0.0063711272149630785
1751885358,hungry_babbage,0.006732603845588621
1751885359,,0.0
1751885361,,0.0
