timestamp,container_name,value
1751885436,condescending_bell,0.09593608500390478
1751885438,condescending_bell,0.07407465844335182
1751885439,condescending_bell,0.011610251410894317
1751885440,condescending_bell,0.036341697574708925
1751885441,condescending_bell,0.007027685106988483
1751885443,condescending_bell,0.030878305671636814
1751885444,condescending_bell,0.005707714225174027
1751885445,condescending_bell,0.025870298720687086
1751885447,condescending_bell,0.014841031658107922
1751885448,condescending_bell,0.0
1751885450,,0.0
